Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49
0.5334153733,1.0306740787,-0.6051472144,1.0401198019,-1.8612198254,-0.5609678049,-0.5128852634,-0.2966511713,-0.5887672685,-0.6625949493,-0.7687906376,-0.5243746356,0.4035312308,0.7015765323,1.7431193373,-0.5149707379,1.2734175257,-0.026003529,0.589717963,1.4359843499,0.247085511,-1.7235911383,0.5828568293,-1.855451735,2.1748060296,-0.6204180061,-0.6050701861,1.8514703593,-0.9872299775,-0.0928576074,0.0751591966,-1.2117561264,0.6389988349,-2.1508643153,-1.1978216173,-0.1166822939,-0.013581693,0.2973764375,-0.4965921359,-0.0529470376,-0.1948805664,-0.8080909172,-1.2015694884,0.9281421867,0.5905158602,1.2223556048,-0.1472064693,1.5569839608,-0.0203574754,0.5015395088
1.1734370937,-0.9830552999,-2.0396688071,0.6989428251,-0.1667831316,-0.7847607372,-0.4124083904,0.2598198302,0.5882750129,1.7293498529,0.6748760275,-1.6827785959,1.0514270683,-0.9145939123,1.3598410713,-0.0352767529,-0.4078326709,0.5944148448,-0.4999402767,-0.6198118289,0.8914688308,-0.5723647476,-0.5822615271,-0.3865642105,0.8436692725,-0.2345315159,1.3487640496,0.2657843841,0.4527235601,-0.2063553837,1.0597046467,-1.3421456247,0.9234591764,-1.1708768212,0.4129122218,0.3456632766,-0.9857505947,-1.3228544423,-0.102507635,1.1469287439,1.2772601381,-0.5811457376,-0.9504034248,-1.579306013,-0.5949813333,0.809018815,1.9124509806,-0.0805092328,1.4452468064,1.7113592468
0.9142220653,0.5393373502,1.6900405667,-0.4188643562,-1.6667469315,0.8038349117,-0.5810156336,0.8041120961,-0.9627567037,2.4675514729,0.5971161343,-2.0289498223,0.8126282708,0.0464270147,-0.4488794384,0.5293335602,-1.8153024298,0.194991606,0.5997870891,-0.03978401,0.780441773,-0.8194099763,-0.5509936993,-0.4816745813,-0.0274458578,-0.0105132959,-0.7964584954,1.1664087194,0.2655115263,-0.1963286774,1.4411635318,1.3833708073,-1.1788022291,-0.0050478635,-0.1322238515,-0.8074269847,0.5367190488,0.6711090402,-0.485116272,3.0333379628,0.6669038032,0.6458039278,0.3644531029,-1.1113803064,-1.4446236602,1.3884205329,-0.4610599553,-1.601864013,-0.7255406558,0.9565109947
-1.2520938076,-1.2684253448,0.6930314479,-0.0191148309,-2.3664746692,0.0604630308,-1.0223478175,-0.7035112337,0.8038810332,1.2607493007,-0.3683146618,-2.0006555077,0.6402981058,1.3123239141,1.632763771,-0.1395801913,0.5541029762,-1.7924418994,-0.5136263517,0.7069932573,-0.9756419072,-0.2591113313,-1.0948132523,0.6794715747,-0.0445407158,-0.2673024006,0.5284522803,-0.1700901045,0.1488076815,0.5661870793,0.1985155567,0.7079505768,-0.2756058205,-0.6682007835,1.333625749,-0.8487433042,0.7388229434,-0.3063527343,0.8709454697,-0.0848315401,-0.2462816642,1.1031570318,3.3117392385,1.2701873449,-0.4093879952,0.7134541684,-0.3436246553,1.5241672842,1.8651149426,1.2197000782
0.5084571086,1.605603727,2.3883583471,-1.0935736586,-0.8226550977,0.2852808821,0.1284223251,-0.4330446272,-1.9389833204,-0.6241267983,0.7777695683,-0.5747584568,0.456319445,-0.1774136936,0.5398777793,-0.5227391694,-1.2244604578,0.9354598714,1.0159764237,0.4160397123,-1.463994252,1.0087735301,1.3719130251,-0.3682824519,0.1439323206,-0.9031961178,-0.2786538645,-0.2938386787,-2.5780566475,-0.7696514188,-2.3260229916,-0.3245311502,-0.7589627573,-1.8918749829,0.2764981962,-0.0700773803,0.5409771157,-1.3642537415,0.9345128754,-0.2221904144,-2.6105058934,0.8779597357,-0.9246895089,1.5049537594,-0.4668419208,-0.5142130471,1.4645005793,0.0465621436,1.114727947,-1.4080939687
-0.766120898,0.7309110576,1.1417838359,1.4841965443,-0.3700317456,-0.2938724057,-0.1614853467,-0.1097048719,-1.4575795552,-0.5896517687,0.1259206888,-0.3739214615,-0.3832844326,0.7600189654,-0.3099675975,-0.1459113915,1.496952142,-1.5590685108,0.0926004936,0.0519852847,0.3958534235,0.2275447798,0.2417351627,-0.6472503064,1.3218795765,-0.6749400685,1.0688848268,-0.1150256284,-0.3534460267,-0.1089316222,0.2538931556,-0.7426125348,-0.7191149097,0.6562432841,-0.0997251156,-0.5218988188,1.3507539028,0.4071512427,0.8785076873,0.0086590996,-1.1833715906,-0.6282776634,0.942961134,0.2821534868,1.213153111,-0.9440978921,-1.2064354795,1.4044979967,-1.0715839563,-1.3334560113
0.0338997335,-0.749325307,0.0937090325,-0.9374977259,-0.5452846792,-0.4869942623,-1.1120093659,-1.8118818582,-0.0800279058,0.3867733816,1.9597787409,-1.0289727472,-0.8815867036,1.7425058582,-0.6836933178,1.5755197134,-1.9316786414,1.2560689448,0.8477232882,0.7507573525,-2.0171479832,0.0197422215,-1.251157238,0.6468454264,-0.1647163733,-2.0375453643,-0.2279602377,-0.7757562171,0.9258443561,1.4093588949,0.1017595032,-0.7037884947,-0.5435001689,0.5898866111,-0.2499267506,0.5985038259,1.3397814982,-1.4638096386,0.1027179992,-1.2525757479,-2.4726544265,0.3344614842,0.1616866098,-0.6729172655,2.0713127704,-0.7387874533,-1.0482775763,0.2998179584,-1.1669393714,-0.2688154022
1.0817532472,-0.3439866883,-2.5923288035,-0.5312420826,0.5965872391,-0.9958234525,1.2472404421,-0.2172665183,-0.183656091,-0.8446462649,0.2821135371,-0.9328671594,0.6309329654,-1.6109706331,0.043201173,-2.792729384,0.5211674487,0.4035765236,-0.3295808568,-1.0991615412,0.4814853431,-0.6532430099,1.2434397303,-0.7007139167,-0.9216579497,1.5935555239,0.9631478567,-0.2506207944,0.3794505609,-0.0058771426,0.4808699546,0.0311458841,-1.6313738387,-0.2692982632,0.4610676048,0.9515167938,-0.8173919509,-0.3938470887,-0.1882992478,-0.7023700898,1.1482801665,-0.0622162796,-0.4636222773,-1.7845121851,0.4220932071,-0.5624507691,-0.579778502,-1.3685772176,-0.0122937981,-0.2852627741
0.5055340829,0.7996942429,-0.6109045735,0.9687813585,0.1185317297,0.4393304143,0.5608185948,0.4840311293,0.5060641323,1.1920932446,0.1412783159,-0.1693086841,0.0148659324,-0.3490217074,1.3725704402,1.381871366,0.7144179365,1.5758158575,-1.4548796797,-0.2774002722,0.9786898416,-0.1632723605,0.3101094919,2.5659954724,-1.6024288156,-0.2689004641,1.8884639985,0.3867011665,2.3790599653,-0.3802057538,-0.8559220036,-0.021122393,0.1859557167,-1.3441778503,1.962700112,0.6845367374,-0.7119758566,0.4800656643,-0.4608071446,-0.9355942471,1.0004636454,1.5441439712,0.8675817506,-0.8381617019,-1.4422189262,0.8649123478,-0.4846006876,-0.2435331309,0.6166197766,-0.042258266
-1.4108855938,1.2400607349,0.6875155643,-0.3384339645,-1.4924568686,1.5758666874,-0.5066678927,-1.2592740521,-0.8633060694,-0.0878738986,-0.5128324276,0.2880832167,-0.1173487285,0.6567778277,-0.5379887936,-0.2148432284,0.190334058,-0.186613919,0.7095331352,0.1994795946,-0.2604192662,-1.2503990995,-0.9925096769,-0.1673600988,-0.6032883485,-0.4499584858,-1.8383004604,1.4672893679,-0.7551369272,1.0230906399,0.3854305797,0.1500962598,-0.2239857826,0.1127216397,-0.9175776027,0.9326916242,-0.0099710064,-0.9035196679,0.658561573,-0.345977427,-3.0242489733,-1.5452285185,1.4447895477,0.9749788189,-0.6961236359,-0.4801055619,-0.8259295485,-0.3181521825,0.1763267404,0.5707657823
-0.4576170276,0.1190646015,-0.4262690774,-0.5068134253,0.6853385022,-0.9612848691,-0.2349493354,-0.2289732613,0.2039994728,-0.0721889478,-0.1064938676,0.1700366213,1.5822457793,-0.1615448692,-1.8975245667,2.0175531462,0.5226629223,0.576137377,0.0767309767,1.0827160399,0.194643898,1.241245629,0.303900826,-0.093472929,0.7268070038,-0.6715646397,1.5969820331,2.3940639559,-2.1354671281,-1.1332662307,-1.1728253184,-0.4870535218,-0.8502768965,0.8324826671,0.4988016202,-0.1239391059,-1.2072734171,0.9173365566,0.4009588751,0.0261921569,2.6965672305,-1.2695235422,0.3580211973,-0.9816160218,1.0279573826,-0.1701212442,-0.0647933161,0.7661361555,-1.1283472511,-1.3409116149
-0.1791199645,0.7296827164,1.3446067056,0.0817539613,-0.896283209,-0.1251291009,-0.3232327767,0.4509602291,0.9376463808,1.0368805229,0.3360109974,1.3640991127,-0.7367310131,0.6274646227,-0.3065797053,-0.3789926742,-1.4897952114,-0.4252576156,0.3017359371,1.405247075,-0.3135931576,1.252518971,-0.5329155127,-0.3469956062,-0.7537090156,0.7628043349,-0.2017039956,-0.8292550151,-0.5618379657,2.4355508838,0.8409742342,-0.0023893705,1.2157963871,0.1311234624,0.1292548854,-0.9289466916,-1.201840714,-2.597764891,1.1694380886,-0.5019342366,1.4081187362,0.9282455514,0.2249667178,-0.1824615134,-0.4469676818,-0.6047607209,-0.4922249309,0.0255365624,-0.7074682024,-0.6081238628
0.6715961931,1.2649116626,0.2901360536,-1.1981012448,0.9526765092,0.8005233993,2.3332685781,-0.6348793941,-0.9167594898,-1.9837392191,0.451247638,-2.3624215751,1.4660890551,0.4302544639,-1.6655378195,0.8076863725,0.6804970499,1.6364453518,-0.2250639725,-0.9400564944,1.6034924539,0.609719455,-0.118569977,-1.5797303516,-1.3594760867,0.095643892,-0.5949621278,-0.6644405818,1.5221768469,1.0592785951,0.1094693668,-0.5393989984,-0.6587329002,0.6881297271,-0.2982256087,-1.6636426311,-0.0293776046,0.5129383625,2.7163018919,-1.1822452397,0.01156768,1.057679486,0.555290806,-1.6266659198,-0.1892273402,1.4096030415,-1.2857917069,0.356733939,-0.8412532125,-1.3392980585
0.0651884789,0.7018974461,-0.7388363853,-0.8690780374,0.534491174,0.0199861473,-2.1816443708,-0.2307100395,0.1675892533,0.4611616268,0.3349851146,0.3287056511,0.8844024998,-2.0806639465,-1.3316350145,0.0615559609,-1.2605902001,1.1338203198,0.5826016402,-0.6822151511,-1.6364761144,1.3366349764,2.5424109942,-0.3272814985,0.1972730695,-0.6768382428,0.628405518,1.8048372834,0.2942747204,-1.1212702042,1.607329168,-0.2588725419,2.4323250344,-3.5696080358,-0.6641434822,-1.1850220203,-0.8933326912,0.7062263217,0.2976932949,1.7520080664,-0.9035494744,-0.2219673618,-1.6041143427,-0.6671754324,0.5049008187,-0.8257434555,-0.7563144952,0.2896176224,-0.5584204283,1.230346895
1.3880134978,0.637013663,0.4614805102,0.7293071475,-1.4761874649,-0.024852156,-0.1709299059,1.1777973122,-0.3285116232,-0.6141769605,0.1013437863,0.3553375681,-0.6975620004,0.4805001047,0.7999996065,-0.3523810326,0.9194746842,-0.4500112735,-1.6167748357,0.7802292545,0.3140683979,-0.9207584563,0.1288624643,2.9580175883,-0.1636298096,0.4921335636,-0.2909009406,-1.1093182907,0.3460510927,0.8711725673,1.1755699584,0.5159620456,-1.041045058,-0.942708835,-1.053355562,0.6100735827,0.3474973872,0.7383307335,-0.8584430086,-0.2387057736,-0.3284278972,1.1050191962,-0.8816865639,0.9373850049,0.2648831226,0.2058094206,-0.7798216013,0.2039980003,-0.9975354514,-0.4766643662
0.4438550307,0.6392776347,-1.5916967352,0.7048528146,0.7662130483,-0.2355984349,0.550521232,0.3672708688,-0.08837721,-0.5878534735,0.6156941668,1.0445054685,-0.4644784197,-0.0915453544,2.0188109314,0.2315208204,0.8203188696,0.7930508777,1.6746263684,0.9977562158,-0.9454803931,-2.1654718234,0.4750065186,0.4295400919,-0.3745336871,0.7064340323,-0.0528490023,1.0013277953,0.7495177829,0.8134911821,1.4679354018,0.1015627853,0.3027449675,0.6732715667,-0.6853570799,0.7498491666,2.6145751951,-1.7555993435,-1.0753440398,-0.2031467154,0.3574538063,0.8958079059,1.1458322683,0.5786844157,-0.8346989731,0.0354746789,1.0753193519,-1.2684343113,0.5871340751,0.3326993176
0.825255174,1.0225568297,0.2029420036,-0.0528201572,-0.3898709766,-1.2275986767,1.3559340626,-1.7414055032,-0.1908762389,-1.0678204863,-1.7535619745,1.4594551315,-0.4517349466,0.41526082,0.4143978407,-0.6111068883,1.3898922607,-1.1423657594,-0.6241700686,0.653817823,1.5343167919,1.6765492621,0.6312720054,0.1727586991,1.346101239,-2.0138381603,-0.8999243168,1.8165838727,-1.3552214846,0.3753262032,0.8283873102,-0.7546318732,0.777993067,-0.5911165423,-0.4882146653,-1.4558650043,0.527467078,2.4975514868,-0.8629595199,-0.8906104798,-1.210765119,-0.6988532319,0.1638299508,-0.5481529669,2.500736892,0.2746054264,1.1632981434,1.2061511894,-0.1019103539,-0.9344410599
1.1447315026,-0.280683333,0.4855084513,1.3096963368,0.2478392973,1.1601896967,0.9267337986,0.403932239,0.8985360153,0.2211146321,-0.4786234617,-0.2515983248,0.0165958347,0.8873854188,3.3845689206,-0.492350229,-0.9686087048,-1.4494403418,-1.7734425978,0.199740017,0.6397389781,-0.3614651932,0.7711688131,0.2850781371,1.9686235042,0.0525579598,1.7749032497,0.4550295772,-1.4815203543,0.4532856279,0.7046382192,0.466561671,-0.9120956078,-0.3041770089,0.642912238,1.4651978061,0.3593143504,-0.6346110561,-1.5029651737,-0.614562725,0.4233953886,1.9781865412,1.3986530167,1.0270502749,-0.1357830474,-0.7433779581,2.3318121157,0.1794571837,1.2167228179,-1.6097506641
2.8978839046,-1.2061557336,-1.7310642681,0.1350951483,0.3971431936,0.7483247736,-0.6594392043,0.1464050537,-1.6124518003,0.85924944,-1.6732831738,0.3308265626,0.7759568805,0.467990395,0.434474781,-0.2128091161,-0.5814854534,-0.6064033681,0.6472517392,-0.4577917843,-1.0622504283,0.4016565059,0.3584928487,1.0314656789,-1.2981869466,-0.1066524438,-0.0998908777,1.3879747113,0.5681682877,1.9989952926,0.4983327769,-0.8098900233,-0.7224719045,-0.0001373904,0.9482378074,0.0119993314,0.1115178015,-0.0538316112,-1.5060715197,-0.8929393439,0.1429382505,-0.2977940635,0.06147515,1.5376577325,-0.0201664475,-0.4089975461,0.5097285625,0.7946090585,0.8855020612,0.4574841777
1.2052142353,-1.0937094997,-0.4224771256,0.336087909,-0.7676807123,2.1357594573,2.8322977547,-1.4702071669,-1.6946667336,-0.735818174,0.1992695806,-0.1916134065,0.5190414276,-0.3387957219,-0.17223253,1.313683204,0.0532419263,0.0925026236,1.3633353475,-0.6246630461,-0.1238116244,0.7096657542,0.2049135587,-1.222334618,0.3107303727,-0.8848367872,-0.3799558021,0.4802540877,0.7870770581,-0.3331210232,0.0909373946,1.4297346231,-0.6206563068,-0.0707609741,0.7808915643,0.1317467294,-0.0516634783,-0.5126953113,1.4193891635,-0.5483863782,-0.1264206504,1.5934195121,-0.9161563404,-0.4524878529,1.9279985849,1.0244388142,1.3915511905,-0.0712512557,-0.3687627053,0.5507187529
0.4734618328,-1.4925468054,-1.8350812185,-1.0505711218,0.6729144563,1.2494306554,2.1257117727,0.6814925351,-0.5975455476,0.1373833788,0.7100535788,-0.6349670395,-0.3228266416,-1.0402938583,2.2588836283,-1.0319778278,1.3245839683,1.426151778,0.5216161791,-1.0564768832,0.8594539046,1.6427803575,-1.9924517574,0.1528487516,0.6693200162,-0.5512930905,-0.8523416614,-0.9212577398,-0.949564678,-0.7870692743,-1.3264042487,-0.4271089729,-1.8502201176,-0.2132072293,0.1597640335,-0.5763172425,0.1407706257,-0.4018064748,0.1055651101,0.5784567164,-0.0691706404,0.6234612927,0.1038010577,0.1614160456,0.0280200574,-1.8402018466,-0.7678394067,0.1812163729,1.2056515076,-0.3207767816
-0.5092371878,-1.2110103596,1.0393653867,0.2395883504,-1.9676379651,0.3544624413,0.1161705226,-0.9402283769,-0.7433724907,1.9235253059,-1.2564052281,0.7173870878,0.6930579491,-0.390109823,0.1185500299,-0.5609735503,-0.0425029429,1.2069737275,-1.6040173616,0.0753295489,-0.560570491,-0.3785037698,1.3725581727,-0.8118536608,1.3670824895,0.3411540847,1.4025595045,-0.4047777306,1.5529511491,-0.2414655912,-0.7307483484,0.8357616807,-1.711188964,1.1213895533,1.5867542083,-1.6404825668,2.10540449,-1.9048512641,-0.8323837105,-0.7271694766,-0.6339943602,-2.1411932023,-1.2881329154,0.5846706494,1.1742470749,-1.3828110103,-0.3195841446,0.4071314233,-0.2881878137,-1.7178797171
-0.8569521535,1.1465449056,0.4969015646,-0.8857344926,1.9937349454,-0.7007859454,0.4227360308,1.4539132179,0.2625852091,-0.3705108435,2.2626701613,1.1586376044,0.2006332402,0.6190759781,0.0237554818,2.3983202724,-0.1771700057,-1.1659119834,0.9725614282,-0.3587038199,0.3422369672,-0.5281816745,0.2496531864,-0.5076591813,-1.0321332863,-1.2107856436,0.4286829776,-0.9318972714,0.3923969299,0.7833069053,0.931775279,-0.7985619133,-0.8022978594,0.4740667196,-1.6324849617,1.0199832048,-1.1828570918,0.6498138892,0.779109389,0.1962544692,0.9201321548,-0.6616302268,0.1784658294,0.1879870096,-1.2808012743,-0.5921316668,0.6356060553,0.0907141967,-0.2414088399,0.6667667105
0.639276369,0.1921770772,1.7473282097,1.8100723184,0.0942443477,2.358571029,-0.2557326775,1.8446259754,-1.6026075292,-2.1620012951,-0.1395550712,-0.1917633701,-0.6620110864,-1.3804297941,0.3178537616,1.0468371878,1.3152388218,-0.1647902619,-0.0685177037,1.6020044296,1.1813337638,-0.2343357608,0.423021907,-0.4229665466,0.1411402745,0.9762431635,0.107607785,-0.0532592333,-1.6600906079,-0.9020611757,0.4746210161,-0.0707553664,0.5849872889,-0.1180363718,-0.5377487254,0.4906932667,-0.2353114747,-1.0751967632,0.5036141643,-0.2970594346,-1.1270404045,1.2224135771,0.6380565585,-0.4204239571,-0.6843451863,0.9514690931,-0.86606836,0.7382448202,1.1050028681,0.1537265062
-1.6398627592,1.4655975177,0.7157527623,-0.0902331898,0.0445894511,-0.6341189072,0.103360515,-0.3851317305,-0.390537773,0.570158634,1.4086156554,-1.0092371093,-0.3268672264,2.8494300821,-0.9725476356,-0.2171312843,1.6235286725,0.4347207192,1.31927694,1.3371946934,-0.1219913063,-1.1380211104,0.3777794312,-0.7111910318,1.2452844788,-0.3221461837,0.2516792484,-0.2728766185,0.6744435377,0.3202870452,0.2225336116,1.9541860828,2.6513626302,1.7456327381,0.1332485469,0.27924721,0.5359645709,-0.734508848,1.8109924158,0.6532385373,0.2645653925,0.3323266481,-0.5682630825,0.1714124928,2.2994196934,-0.8779068156,-0.0642234769,1.6916192783,1.3300236731,-0.3038329196
0.1662063029,1.7911394837,-1.2974984252,-0.2153413557,0.2370586853,0.1378755313,0.5789190137,0.1126198026,0.6132999389,0.4033557046,3.3046622471,0.9067809679,0.2157716662,0.1687871803,0.3220083198,-0.4330878808,2.2226271294,-1.2474726347,-1.5917130412,1.0833190898,0.9936263878,0.7274683948,0.508527887,-0.9889800241,0.7908003441,-0.7100345353,-0.9334680162,0.8431398428,-0.2185420966,1.2636913453,0.6559520507,-0.512157543,0.3940241725,0.3413692673,-0.6012806592,1.5027445109,-1.2635051407,1.4487706708,-0.7862593986,0.3376775692,2.1221675539,0.9981360893,0.995476675,0.1522335608,1.0106192553,0.2800182182,-0.0973352102,0.3596805126,0.8108655318,-1.5327526515
0.5055771491,0.9326501803,-0.8125714533,-0.0707489644,1.3853356258,0.975213842,-0.3888612675,-1.1461000279,-1.3832896766,0.7259860625,-0.0678541624,-1.6119231502,0.4071299365,-1.090761839,-1.3006063381,-0.4168362532,-1.3785031026,1.4698976561,-0.7133479931,-0.2764543792,0.0186810983,0.577398356,-0.4716845538,-0.0249267619,-0.7229445827,-0.3703734483,0.7041594811,0.5327052653,0.4415483656,0.7650225814,-0.1142824978,-0.6664351325,-1.6315475173,-0.3314096561,0.1002872112,1.5248244431,-0.2646904307,1.6399389407,-1.9530517005,2.104684613,0.8340403296,1.4417521586,-0.8515512103,1.5069331664,-0.9097899208,0.519365319,0.4231527918,2.2374664812,0.1470405029,-1.4039154457
0.733550638,-0.2408646321,1.5277767117,-0.436090808,0.0355274382,-0.2933092305,-0.3094541417,1.3612316998,1.1039268037,-1.0922617705,-0.36612753,1.1238062927,0.7690532196,0.6177133244,1.0112762811,1.1012909096,-0.1349133286,-0.1453882973,0.7785092415,1.3608475908,0.8025033797,-0.8243610129,-0.1440414059,0.539886476,1.9985391754,1.1812191161,-1.4305401127,-0.3374608184,0.3107675778,1.2396044309,0.3386698096,-0.445072367,0.7348716762,-0.0141830931,0.3796929459,0.1326406035,0.5527520131,0.1311217366,-0.4695112172,-0.2539246636,-1.0408136269,1.2888814901,1.3612391419,-0.5507747902,-0.3341883214,-1.9946558214,0.6683005146,-0.1086246546,-0.9820787703,1.124216908
-0.9276678052,-0.2810200691,0.8225766401,0.1341781391,0.7005936621,-1.3331841649,-0.6676126402,-0.5385291903,-0.9617635226,-0.5122487746,-0.7467873503,0.348674457,-1.2495650298,-1.0439229342,1.3186187026,1.5528742479,-0.3882440506,0.3624242821,-3.0982242247,0.0496026653,-0.013828301,0.4973669396,-0.5533799988,-0.2313113573,-0.1297373585,-0.3732133369,-0.1510970896,-1.3129404246,1.1964649557,-0.862323089,0.1063475079,1.7557903853,0.1221902893,-1.2621368659,-2.2643700706,1.1040165894,0.1033548585,0.4158389442,0.2191609317,0.416972101,0.8165156959,0.1886411299,-0.3483372192,-1.2130401876,-1.3405278011,1.0599618625,-0.2538586772,-1.6963023257,-0.2028955856,0.1704026871
0.0817714756,1.3297388824,1.6084541649,1.5981755006,0.0517370069,1.4600409951,-2.307162189,1.6715683398,-0.2704651942,-0.2912678306,-0.7292177663,-0.2534715237,1.5305139723,-0.3581459764,-0.2881105636,-0.5290883622,0.5754154134,0.5856242778,1.0011415313,-1.2875297386,-0.4695891094,-1.0545237898,-0.7464592512,0.8325675771,-1.2684067532,0.632546669,-0.324550449,0.4491015184,0.473882397,0.8039469513,1.7765955685,0.6640535983,-0.1104305497,1.2282375726,-0.2211360168,1.7756110547,0.6462770725,0.1930387392,1.9917449045,-0.4770646595,-0.288566513,0.1598875336,0.3643850816,-1.3654780573,-0.8581412523,0.1454880057,-0.2087748182,0.0236396877,-1.864138355,1.3871741566
1.1669540162,3.1774149558,-1.1510972935,0.843650642,0.518663611,1.5782651828,-0.3350773862,1.3027413952,0.4937716743,-0.2431175699,-0.608895528,-0.6659404404,0.0990100427,-0.1888814922,-0.5334695105,-1.1843552607,0.0498497575,-0.5603561046,-1.1245885809,-1.6296292234,-1.2898859327,-0.8753369869,0.7724688006,-0.0790541438,-0.3884059074,-0.4224032377,-1.9320461342,-0.3081149709,-0.3848880751,-0.176995679,0.50368291,-0.55560062,0.0544346688,-2.3732410207,-0.1102082026,-0.5446425045,0.0447121294,0.722397878,1.6163563408,0.3451498236,0.0717573269,0.317878453,0.7993920118,1.6164398742,-0.4535419505,-1.2053277022,-0.5748508002,0.1266563033,0.6572702704,-0.302358498
0.2694649322,0.0955013837,-1.1545135667,0.699168835,1.0126341816,-0.2719902046,-0.7158222016,0.9476693688,0.7152029012,-0.2880723515,-0.6758222787,0.7468071674,0.1760455982,-0.631071621,0.3126104242,0.4553933559,-1.227000474,1.5798383289,-1.6185256979,-0.4471252074,-0.0153715264,-0.4454915481,-1.7693517201,0.6412148394,-1.2749765732,0.6250946647,1.2751320718,-0.1983260479,0.7582176015,-0.8293884813,-0.3292477167,-0.9821489726,0.7896788952,-0.3792467989,0.8610176161,1.5385301756,-1.4235131512,-0.6875442276,0.9359492792,0.7629723846,-0.5411710912,1.1791480401,-0.1636793945,0.7393095827,-0.4393464082,-1.7559616907,-1.1027394556,-0.5268501416,-1.1791542966,0.6264240646
0.5312567883,1.3190683175,0.1536564552,-0.6281462174,-0.4229823645,0.8149201258,-1.6305994566,0.0415483734,0.5533411387,0.2810658342,-0.3455733911,0.2687170958,-0.2330808022,0.3404469183,0.4842669386,-0.419239057,-0.1813474573,-0.2040080153,-0.5412930689,-0.9273321371,-3.0041674661,0.0414767718,0.2160103768,-0.2155661938,-0.8161151497,1.7499775474,-0.2392320403,0.8031876282,-0.0517321256,0.9220060089,1.6052890772,1.1501739179,0.8606195346,1.1274857468,-0.4420668517,0.2625314261,-0.3020921368,-1.8616834542,0.1005807465,-0.0130632168,0.1405135612,-1.1304384567,1.0365681222,-1.7148963324,-0.1774929876,1.9771236298,-0.5255127715,-2.4518334374,2.0946010202,-2.5375650197
0.3252307818,0.0322987349,0.8223207168,-0.2249764431,0.7660972481,0.8832316888,-1.1527035442,0.5640428398,-0.1079914063,2.6488703088,0.460415699,0.5384879174,3.176275021,-0.9093258355,-0.1673753216,-0.2094424932,0.0139106766,0.8391400945,0.7117409408,-0.9480903636,-0.2781379147,0.9356251687,0.4336196709,0.4133675889,-1.5317598112,1.0715198481,0.1437711132,1.3234624055,-0.0668874893,0.5100204964,0.1749175787,1.1676143758,2.1355518192,0.834871256,0.3841497767,2.6386188293,-0.8416506661,-0.687581733,-1.2467704952,-1.1065561922,-0.7784405178,0.6518043015,-0.5435556629,-1.1472316778,1.9242010597,0.4484097666,-1.124789551,0.550720754,-0.5930134409,-0.8099381332
-0.1907109929,-1.4188311005,-0.6702170985,0.718033471,0.7364714935,-0.1355095532,-0.6514551895,0.9775477488,-1.3692386755,1.1979731935,-1.1013876115,-2.572483649,-0.194562556,-0.1480525243,1.4003326753,-0.4515079852,0.2901403534,-0.8892058149,-1.4658324342,-0.7684284803,0.5423685804,-1.2091656949,-1.7720891793,0.5879385618,-1.0378043771,0.2122633904,1.3000933603,-1.6884992184,0.0868339895,-1.4272420551,-1.4947857174,-0.7350323319,-0.2351577009,0.5917682698,-0.3812989578,-0.9556462129,-1.2262059804,0.0233358185,-2.0857458286,0.9564345052,0.160933263,0.3660078677,0.6088967832,-0.8958231569,-0.7719824812,-0.6885666681,0.0250384932,0.3451112583,1.9069992973,-1.2210315359
-0.0299865867,-0.9949204422,0.4902091022,-2.0607914355,1.0341118545,0.6142265527,-0.2227755028,0.5327493769,-1.3501674871,2.1266963341,-0.6661163656,-1.3294698166,-0.1704469681,1.8981754244,0.2846653064,1.1981545711,-0.9604712202,1.1889765061,-0.4023389375,-1.4495760031,-1.7512297096,-1.2270386711,-2.3279369875,0.3662490021,1.2435657291,-0.5577177832,-2.0170544964,-0.7445683279,0.4313615444,-0.7204277306,-1.60970879,-1.2533634903,0.9024688527,-2.0262498905,1.5761683955,0.3226935397,0.35016672,-0.971711588,0.1486053412,-0.0774027294,-0.0716101506,0.9306563383,-1.8542397975,-0.5546501941,-1.3294119057,0.4746062364,1.9610799018,-0.1461668711,-0.6874694926,-0.6660339572
-2.1226962018,1.1822584459,-1.3725818765,-0.3622962092,-0.0516872499,0.3614959721,-0.4930667853,1.3620493696,1.2756296765,-1.0856166217,-0.427260004,-1.5027782389,1.2709404109,0.5617751496,-1.0798544114,-0.9084701905,-0.4212541447,0.5069660194,0.6539356497,-0.9699718059,1.0098912782,0.919308834,0.6209174995,-0.1604004248,-0.5778679155,-1.4195253707,0.4254290062,-0.8784815949,1.3644527796,-0.8203261689,-0.3821046609,1.289049439,-0.7150838165,0.0470819858,0.5282284011,-0.1478820667,1.0280710294,0.2992198785,1.1359448825,-0.4114567536,0.0360419395,-0.8159620566,0.7734100482,0.1435443694,0.3694536848,0.4811862072,-0.1221631259,-0.5255279348,-0.9605036417,-1.0829642397
